Splunkbase_ID,App_Name,Folder_Name,Developed_By,Latest_Version,type,Cisco_App_Class,Splunkbase_URL,Release_Date,Latest_Release_Date, Download_Count ,Support,Supported_Cisco_Products,Supported_Cisco_Products_Zipped,#_Products_Supported,Deprecated,Replacement,Dependencies,Archived,Archive_Status,Sourcetypes,Sourcetypes_Expanded,Collection_Method,Knowledge_Objects,Status,
7538,Cisco Catalyst Add-on for Splunk,TA_cisco_catalyst,"Cisco Systems, Inc.",3.0.0,addon,Main Network App,https://splunkbase.splunk.com/app/7538,"November 7, 2025","November 7, 2025"," 3,256 ",cisco,"Cisco Access Points (AP)
Cisco Aggregation Services Routers (ASR)
Cisco Carrier Routing System (CRS)
Cisco Catalyst Center
Cisco Catalyst SD-WAN
Cisco Catalyst Switches
Cisco Cyber Vision (CCV)
Cisco Identity Services Engine (ISE)
Cisco Integrated Services Routers (ISR)
Cisco Meraki (Meraki)
Cisco Nexus Switches (NEX)
Cisco ThousandEyes (TE)
Cisco Wireless LAN Controller (WLC)","Cisco Access Points (AP), Cisco Aggregation Services Routers (ASR), Cisco Carrier Routing System (CRS), Cisco Catalyst Center, Cisco Catalyst SD-WAN, Cisco Catalyst Switches, Cisco Cyber Vision (CCV), Cisco Identity Services Engine (ISE), Cisco Integrated Services Routers (ISR), Cisco Meraki (Meraki), Cisco Nexus Switches (NEX), Cisco ThousandEyes (TE), Cisco Wireless LAN Controller (WLC)",13,No,,,FALSE,live,cisco:catalyst:syslog|cisco:cybervision:activities|cisco:cybervision:components|cisco:cybervision:devices|cisco:cybervision:events|cisco:cybervision:flows|cisco:cybervision:syslog|cisco:cybervision:vulnerabilities|cisco:dnac:audit:logs|cisco:dnac:client|cisco:dnac:clienthealth|cisco:dnac:compliance|cisco:dnac:devicehealth|cisco:dnac:issue|cisco:dnac:networkhealth|cisco:dnac:securityadvisory|cisco:dnac:site:topology|cisco:firewall:logs|cisco:ios|cisco:ise|cisco:ise:radius:authz:policy|cisco:ise:radius:policyset|cisco:ise:securitygroups|cisco:ise:sgtbindings|cisco:ise:syslog|cisco:ise:tacacs:authz:policy|cisco:ise:tacacs:policyset|cisco:sdwan:acl:logs|cisco:sdwan:alert:off|cisco:sdwan:alert:on|cisco:sdwan:audit:logs|cisco:sdwan:block:host|cisco:sdwan:dmi:cli:engine:write:fail|cisco:sdwan:drop:pkt|cisco:sdwan:host:tcp:alert:on|cisco:sdwan:linkhealth|cisco:sdwan:log:summary|cisco:sdwan:pass:pkt|cisco:sdwan:session:audit:trail|cisco:sdwan:session:audit:trail:start|cisco:sdwan:sessions:maximum|cisco:sdwan:sgacl:logs|cisco:sdwan:sitehealth|cisco:sdwan:smart:lic:platform:error|cisco:sdwan:ssetunnels|cisco:sdwan:system:logs|cisco:sdwan:tunnelhealth|cisco:sdwan:unblock:host|cisco:sdwan:utd:logs|cisco:sdwan:utdhealth|cisco:sgacl:logs|cisco:telemetry|rfc5424_syslog|splunktaciscocybervision:log|splunktaciscodnacenter:log|splunktaciscoise:log|splunktaciscosdwan:log|stream:netflow|syslog,"cisco:catalyst:syslog
cisco:cybervision:activities
cisco:cybervision:components
cisco:cybervision:devices
cisco:cybervision:events
cisco:cybervision:flows
cisco:cybervision:syslog
cisco:cybervision:vulnerabilities
cisco:dnac:audit:logs
cisco:dnac:client
cisco:dnac:clienthealth
cisco:dnac:compliance
cisco:dnac:devicehealth
cisco:dnac:issue
cisco:dnac:networkhealth
cisco:dnac:securityadvisory
cisco:dnac:site:topology
cisco:firewall:logs
cisco:ios
cisco:ise
cisco:ise:radius:authz:policy
cisco:ise:radius:policyset
cisco:ise:securitygroups
cisco:ise:sgtbindings
cisco:ise:syslog
cisco:ise:tacacs:authz:policy
cisco:ise:tacacs:policyset
cisco:sdwan:acl:logs
cisco:sdwan:alert:off
cisco:sdwan:alert:on
cisco:sdwan:audit:logs
cisco:sdwan:block:host
cisco:sdwan:dmi:cli:engine:write:fail
cisco:sdwan:drop:pkt
cisco:sdwan:host:tcp:alert:on
cisco:sdwan:linkhealth
cisco:sdwan:log:summary
cisco:sdwan:pass:pkt
cisco:sdwan:session:audit:trail
cisco:sdwan:session:audit:trail:start
cisco:sdwan:sessions:maximum
cisco:sdwan:sgacl:logs
cisco:sdwan:sitehealth
cisco:sdwan:smart:lic:platform:error
cisco:sdwan:ssetunnels
cisco:sdwan:system:logs
cisco:sdwan:tunnelhealth
cisco:sdwan:unblock:host
cisco:sdwan:utd:logs
cisco:sdwan:utdhealth
cisco:sgacl:logs
cisco:telemetry
rfc5424_syslog
splunktaciscocybervision:log
splunktaciscodnacenter:log
splunktaciscoise:log
splunktaciscosdwan:log
stream:netflow
syslog",REST API (18) + Syslog (parsing only),"18 inputs, 123 eventtypes, 60 tags, 198 transforms, 12 lookups, 60 bin files, 5 dashboards, 1 datamodels",Validated,
7539,Cisco Enterprise Networking for Splunk Platform,cisco-catalyst-app,"Cisco Systems, Inc.",3.0.0,app,Main Network App,https://splunkbase.splunk.com/app/7539,"November 7, 2025","November 7, 2025"," 2,016 ",cisco,"Cisco Cyber Vision (CCV)
Cisco Catalyst Center
Cisco Identity Services Engine (ISE)
Cisco Meraki (Meraki)
Cisco Catalyst SD-WAN
Cisco ThousandEyes (TE)","Cisco Cyber Vision (CCV), Cisco Catalyst Center, Cisco Identity Services Engine (ISE), Cisco Meraki (Meraki), Cisco Catalyst SD-WAN, Cisco ThousandEyes (TE)",6,No,,,FALSE,live,,,,"3 transforms, 5 saved searches, 3 lookups, 9 dashboards, 1 datamodels",Validated,
7557,Cisco Talos Intelligence for Enterprise Security Cloud,Splunk_TA_Talos_Intelligence,Splunk LLC,1.0.1,app,Main Apps,https://splunkbase.splunk.com/app/7557,"September 16, 2025","September 16, 2025"," 1,166 ",splunk,Cisco Talos (Talos),Cisco Talos (Talos),1,No,,,FALSE,live,,,Threat Intel Feed,"1 inputs, 13 bin files, 2 dashboards",Validated,
7569,Cisco Secure Access Add-on for Splunk,TA-cisco-cloud-security-addon,"Cisco Systems, Inc.",1.0.48,addon,Main Apps,https://splunkbase.splunk.com/app/7569,"January 14, 2026","January 14, 2026"," 3,125 ",cisco,"Cisco Cloudlock Cloud Access Security Broker (CASB)
Cisco Secure Access (SSE)
Cisco Umbrella","Cisco Cloudlock Cloud Access Security Broker (CASB), Cisco Secure Access (SSE), Cisco Umbrella",3,No,,,FALSE,live,cisco:cloud_security:audit|cisco:cloud_security:dlp|cisco:cloud_security:dns|cisco:cloud_security:fileevent|cisco:cloud_security:firewall|cisco:cloud_security:intrusion|cisco:cloud_security:proxy|cisco:cloud_security:ravpn|cisco:cloud_security:ztna|cisco:cloud_security:ztnaenrollment|cisco:cloud_security:ztnaflow,"cisco:cloud_security:audit
cisco:cloud_security:dlp
cisco:cloud_security:dns
cisco:cloud_security:fileevent
cisco:cloud_security:firewall
cisco:cloud_security:intrusion
cisco:cloud_security:proxy
cisco:cloud_security:ravpn
cisco:cloud_security:ztna
cisco:cloud_security:ztnaenrollment
cisco:cloud_security:ztnaflow",REST API (3) + AWS S3,"4 inputs, 11 eventtypes, 9 tags, 14 transforms, 30 bin files, 4 dashboards",Validated,
7719,Cisco ThousandEyes App for Splunk,ta_cisco_thousandeyes,"Cisco Systems, Inc.",0.5.0,app,Main Apps,https://splunkbase.splunk.com/app/7719,"February 5, 2026","February 5, 2026"," 1,837 ",cisco,Cisco ThousandEyes (TE),Cisco ThousandEyes (TE),1,No,,,FALSE,live,cisco:thousandeyes:activity|cisco:thousandeyes:alerts|cisco:thousandeyes:event|cisco:thousandeyes:metric|cisco:thousandeyes:path-vis|cisco:thousandeyes:trace|ciscothousandeyes:log,"cisco:thousandeyes:activity
cisco:thousandeyes:alerts
cisco:thousandeyes:event
cisco:thousandeyes:metric
cisco:thousandeyes:path-vis
cisco:thousandeyes:trace
ciscothousandeyes:log",,,Validated,
7777,Cisco DC Networking,cisco_dc_networking_app_for_splunk,"Cisco Systems, Inc.",1.2.0,app,Main Apps,https://splunkbase.splunk.com/app/7777,"February 5, 2026","February 5, 2026"," 1,428 ",cisco,"Cisco Nexus Switches (NEX)
Cisco Application Centric Infrastructure (Cisco ACI)
Cisco Nexus Dashboard (ND)
Cisco Nexus HyperFabric","Cisco Nexus Switches (NEX), Cisco Application Centric Infrastructure (Cisco ACI), Cisco Nexus Dashboard (ND), Cisco Nexus HyperFabric",4,No,,,FALSE,live,cisco:dc:aci:authentication|cisco:dc:aci:class|cisco:dc:aci:health|cisco:dc:aci:stats|cisco:dc:aci:syslog|cisco:dc:mso:syslog|cisco:dc:nd:advisories|cisco:dc:nd:anomalies|cisco:dc:nd:congestion|cisco:dc:nd:endpoints|cisco:dc:nd:fabrics|cisco:dc:nd:flows|cisco:dc:nd:mso|cisco:dc:nd:protocols|cisco:dc:nd:switches|cisco:dc:nd:syslog|cisco:dc:nexus9k|cisco:dc:nexus9k:syslog|ciscodcaci:log|ciscodcn9k:log|ciscodcnd:log,"cisco:dc:aci:authentication
cisco:dc:aci:class
cisco:dc:aci:health
cisco:dc:aci:stats
cisco:dc:aci:syslog
cisco:dc:mso:syslog
cisco:dc:nd:advisories
cisco:dc:nd:anomalies
cisco:dc:nd:congestion
cisco:dc:nd:endpoints
cisco:dc:nd:fabrics
cisco:dc:nd:flows
cisco:dc:nd:mso
cisco:dc:nd:protocols
cisco:dc:nd:switches
cisco:dc:nd:syslog
cisco:dc:nexus9k
cisco:dc:nexus9k:syslog
ciscodcaci:log
ciscodcn9k:log
ciscodcnd:log",,,Validated,
7828,Cisco Intersight Add-on for Splunk,Splunk_TA_Cisco_Intersight,"Cisco Systems, Inc.",3.1.0,addon,Main Apps,https://splunkbase.splunk.com/app/7828,"August 11, 1975","August 11, 1975", 544 ,cisco,Cisco Intersight (Intersight),Cisco Intersight (Intersight),1,No,,,FALSE,live,cisco:intersight:advisories|cisco:intersight:alarms|cisco:intersight:auditrecords|cisco:intersight:compute|cisco:intersight:contract|cisco:intersight:contracts|cisco:intersight:custom:inventory|cisco:intersight:custom:metrics|cisco:intersight:fabric|cisco:intersight:license|cisco:intersight:licenses|cisco:intersight:metrics|cisco:intersight:network|cisco:intersight:networkelements|cisco:intersight:networkobjects|cisco:intersight:pools|cisco:intersight:profiles|cisco:intersight:target|cisco:intersight:targets,"cisco:intersight:advisories
cisco:intersight:alarms
cisco:intersight:auditrecords
cisco:intersight:compute
cisco:intersight:contract
cisco:intersight:contracts
cisco:intersight:custom:inventory
cisco:intersight:custom:metrics
cisco:intersight:fabric
cisco:intersight:license
cisco:intersight:licenses
cisco:intersight:metrics
cisco:intersight:network
cisco:intersight:networkelements
cisco:intersight:networkobjects
cisco:intersight:pools
cisco:intersight:profiles
cisco:intersight:target
cisco:intersight:targets",REST API (4),"4 inputs, 7 eventtypes, 6 tags, 85 transforms, 16 saved searches, 20 bin files, 15 dashboards, 1 datamodels",Validated,
7858,Catalyst Center Add-on,Splunk-TA-cisco-catalyst-center,Cisco EN Programmability,1.0.1,addon,,https://splunkbase.splunk.com/app/7858,"July 22, 1970","June 26, 2025", 469 ,developer,Cisco Catalyst Center,Cisco Catalyst Center,1,No,,,FALSE,live,cisco:catalyst:client|cisco:catalyst:clienthealth|cisco:catalyst:compliance|cisco:catalyst:devicehealth|cisco:catalyst:issue|cisco:catalyst:networkhealth|cisco:catalyst:securityadvisory|splunktaciscocatalystcenter:log,"cisco:catalyst:client
cisco:catalyst:clienthealth
cisco:catalyst:compliance
cisco:catalyst:devicehealth
cisco:catalyst:issue
cisco:catalyst:networkhealth
cisco:catalyst:securityadvisory
splunktaciscocatalystcenter:log",REST API (7),"7 inputs, 677 bin files, 2 dashboards",Validated,
7859,Catalyst Center App,Splunk-cisco-catalyst-center,Cisco EN Programmability,1.0.0,app,,https://splunkbase.splunk.com/app/7859,"May 27, 2025","May 27, 2025", 343 ,developer,Cisco Catalyst Center,Cisco Catalyst Center,1,No,,,FALSE,live,,,,12 dashboards,Validated,
8365,Webex Add-on for Splunk,ta_cisco_webex_add_on_for_splunk,Yuan Ling,1.3.1,addon,,https://splunkbase.splunk.com/app/8365,"January 13, 2026","July 24, 1970", 42 ,developer,Cisco Webex (Webex),Cisco Webex (Webex),1,No,,,FALSE,live,cisco:webex:admin:audit:events|cisco:webex:call:detailed_history|cisco:webex:meeting:attendee:reports|cisco:webex:meeting:qualities|cisco:webex:meeting:usage:reports|cisco:webex:meetings|cisco:webex:security:audit:events|taciscowebexaddonforsplunk:log,"cisco:webex:admin:audit:events
cisco:webex:call:detailed_history
cisco:webex:meeting:attendee:reports
cisco:webex:meeting:qualities
cisco:webex:meeting:usage:reports
cisco:webex:meetings
cisco:webex:security:audit:events
taciscowebexaddonforsplunk:log",,,Validated,
8413,Supporting App for Cisco Meeting Server,SA_cisco_meeting_server,Nick Mealy,0.5.2,app,,https://splunkbase.splunk.com/app/8413,"February 9, 2026","February 9, 2026", 5 ,developer,Cisco Meeting Server (CMS),Cisco Meeting Server (CMS),1,No,,,FALSE,live,cms_cdr,cms_cdr,,"4 transforms, 3 dashboards",Validated,
8429,Sideview Supporting App for Webex,SA_sideview_webex,Nick Mealy,0.5.0,app,,https://splunkbase.splunk.com/app/8429,"January 30, 2026","January 30, 2026", 6 ,developer,Cisco Webex (Webex),Cisco Webex (Webex),1,No,,,FALSE,live,,,,"1 transforms, 3 dashboards",Validated,
1297,AppDynamics,appdynamics,Pranta Das,1.8.4,app,,,,,,not_supported,,Cisco AppDynamics,,No,3471,,TRUE,archived,,,,,,
3472,Splunk App for AppDynamics,splunk_app_AppDynamics,Splunk Works,3.0.4,app,,,,,,not_supported,,Cisco AppDynamics,,No,3471,,TRUE,archived,,,,,,
4870,Cisco Webex Teams Alert Action,WebexTeams_AlertAction,Venkat Bongoni,1.0.3,addon,,,,,,not_supported,,Cisco Webex,,No,,,TRUE,archived,,,,,,
5543,Splunk TA CCX Unified Cisco Firepower eStreamer,Splunk_TA_CCX_Unified_Cisco_Firepower_eStreamer,CCX,1.1.3,addon,,,,,,not_supported,,Cisco Secure Firewall (FTD/eStreamer/ASA),,No,,,FALSE,live,cisco:estreamer:data,,,,,
5779,Cisco ESA,7bf76da9-f31c-448b-906b-7c6de9d3cc70,Splunk,3.0.2,connector,SOAR,,,,,splunk,,Cisco Secure Email Gateway,,No,,,FALSE,live,,,,,,
5780,Cisco Umbrella Investigate,5fc14867-8c8e-4cc2-8198-641df784bf1a,Splunk,1.2.2,connector,SOAR,,,,,splunk,,Cisco Umbrella,,No,,,FALSE,live,,,,,,
5781,Cisco Webex,34624d1a-f0ae-47d6-a731-8499d5617cf7,Splunk,2.2.0,connector,SOAR,,,,,splunk,,Cisco Webex,,No,,,FALSE,live,,,,,,
5885,Cisco ISE,85232924-4776-4896-88fa-b982b304af7c,Splunk,3.2.1,connector,SOAR,,,,,splunk,,Cisco Identity Services Engine (ISE),,No,,,FALSE,live,,,,,,
5887,Cisco Umbrella,96f3e021-5396-42d0-97f4-4fab683e9adb,Splunk,1.2.4,connector,SOAR,,,,,splunk,,Cisco Umbrella,,No,,,FALSE,live,,,,,,
5897,FireAMP,897890aa-14f5-4d6c-b68c-e557ff30d251,Splunk,2.1.14,connector,SOAR,,,,,splunk,,Cisco Secure Endpoint (CSE/AMP),,No,,,FALSE,live,,,,,,
5995,Cisco Firepower,F501CF42-46D4-4023-A156-208640865AA8,Splunk,2.0.4,connector,SOAR,,,,,splunk,,Cisco Secure Firewall (FTD/eStreamer/ASA),,No,,,FALSE,live,,,,,,
6145,Cisco Secure Malware Analytics (Threat Grid),e52c6b70-2972-47e2-ad80-c131f9604ff4,Splunk,2.4.4,connector,SOAR,,,,,splunk,,Cisco Secure Malware Analytics (SMA),,No,,,FALSE,live,,,,,,
6460,Splunk TA CCX Cisco ISE,Splunk_TA_CCX_Cisco_ISE,CCX,1.0.4,addon,community_alternative,,,,,not_supported,,Cisco Identity Services Engine (ISE),,No,,,FALSE,live,cisco:ise:syslog,,,,,
6481,Splunk TA CCX Cisco Secure Endpoint,Splunk_TA_CCX_Cisco_Secure_Endpoint,CCX,1.0.4,addon,community_alternative,,,,,not_supported,,Cisco Secure Endpoint (CSE/AMP),,No,,,FALSE,live,cisco:amp:event,,,,,
6544,Splunk TA CCX DUO Connector Support,Splunk_TA_CCX_DUO_Connector_Support,CCX,2.0.0,addon,community_alternative,,,,,not_supported,,Cisco Duo Security (Duo),,No,,,FALSE,live,duo:authentication,,,,,
7092,Splunk TA CCX Cisco Secure Network Analytics,Splunk_TA_CCX_Cisco_Secure_Network_Analytics,CCX,1.0.5,addon,community_alternative,,,,,not_supported,,Cisco Secure Network Analytics (SNA),,No,,,TRUE,archived,cisco:stealthwatch:alert,,,,,
7365,Splunk TA CCX Cisco Meraki,Splunk_TA_CCX_Cisco_Meraki,CCX,1.0.4,addon,community_alternative,,,,,not_supported,,Cisco Meraki (Meraki),,No,,,FALSE,live,meraki:syslog,,,,,
7548,Custom Alert for Cisco ISE MAC Block,splunk_cisco_ise_alert,WIMBO PRABA CANDRA SUCI,1.0.4,addon,,,,,,not_supported,,Cisco Identity Services Engine (ISE),,No,,,FALSE,live,,,,,,
7711,Cisco Talos Intelligence,7c653487-22c8-4ec1-bca0-16a8b1513c86,Splunk,1.0.14,connector,SOAR,,,,,splunk,,Cisco Talos (Talos),,No,,,FALSE,live,,,,,,
7745,Cisco Secure Firewall,268cecc2-a5ea-438b-96f8-3ab1d8443d93,Splunk,1.0.2,connector,SOAR,,,,,splunk,,Cisco Secure Firewall (FTD/eStreamer/ASA),,No,,,FALSE,live,,,,,,
7770,Cisco Secure Email and Web Manager,aace5ad3-282e-4779-87a1-75762f83f5c9,Splunk,1.0.4,connector,SOAR,,,,,splunk,,"Cisco Secure Email Gateway, Cisco Web Security Appliance",,No,,,FALSE,live,,,,,,
7960,Cisco Meraki,c6d3d4d5-5c2f-4f0d-a1b2-c3d4e5f6a7b8,Splunk,1.0.1,connector,SOAR,,,,,splunk,,Cisco Meraki,,No,,,FALSE,live,,,,,,
8085,Cisco Umbrella v2,1f90d598-9e22-4121-99a7-e05f7a01bb26,Splunk,1.0.0,connector,SOAR,,,,,splunk,,Cisco Umbrella,,No,,,FALSE,live,,,,,,
8358,Webex Alert Action,webex_alert,alexandre argeris,1.0.0,app,,,,,,not_supported,,Cisco Webex,,No,,,FALSE,live,,,,,,
8485,Spaces Add-On for Splunk,ta_cisco_spaces,Tjene,1.0.7,addon,,,,,,developer,,"Cisco Connected Mobile Experiences (Cisco CMX), Cisco Spaces",,No,,,FALSE,live,,,,,,
